FID,OBJECTID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape__Length
1366,10876,Blue Hill Avenue,5486000,2,2,1,2010,BL,159.341052318427
1367,10877,Blue Hill Avenue,5486001,2,1,1,2010,SLM,59.3481931246949
1368,10878,Blue Hill Avenue,6229700,2,2,1,2010,BL,130.461014818559
1369,10879,Blue Hill Avenue,6282200,2,2,1,2010,BL,45.852212445296
1370,10880,Blue Hill Avenue,6223600,2,2,1,2010,BL,176.858559039883
1371,10881,Blue Hill Avenue,6223800,2,2,1,2010,BL,232.526497131955
1372,10882,American Legion Highway,5120500,5,2,1,2008,BL,41.4393649915975
1373,10883,Ritchie Street,4640000,6,2,0,2011,SLM,65.5953267590473
1374,10884,Ruggles Street,5407000,5,2,0,2010,SLM,195.108826675362
1375,10885,Hemenway Street,6290100,5,2,1,2011,BL,72.4756779722755
1376,10886,Huntington Avenue,6289900,3,2,1,2012,SLM,152.433272200779
1377,10887,Commonwealth Avenue,4505300,3,2,1,2010,BL,237.518306989362
1378,10888,Beacon Street,5625202,3,3,0,2019,BFBL,44.44849106037
1379,10889,Commonwealth Avenue,5859200,3,2,1,2010,BL,102.850890372646
1380,10892,Eliot Street,4714900,0,2,0, ,TC,77.7931230051527
1381,10986,Ukraine Way,5779100,0,0,1,2018,BL,119.323373944729
1382,11083,Washington Street,5141200,3,2,0,2016,SLM,29.3512166313709
1383,11084,Washington Street,4756600,3,2,0,2016,SLM,126.95400841564
1384,11085,Brookley Road,5685000,0,2,0,2017,TC,51.7414300094131
1385,11089,Washington Street,4741900,3,2,0,2016,SLM,311.698469982757
1386,11108,Forbes Street,5726400,0,2,0, ,TC,603.766829635047
1387,11188,Washington Street,5733900,3,2,0,2016,SLM,24.2211093740041
1388,11192,Washington Street,5734600,3,2,0,2016,SLM,26.5822098065464
1389,11202,Mozart Street,4644600,0,2,0, ,TC,43.6972587056637
1390,11222,Fenway,5314400,3,3,0,2019,BFBL,90.754956569937
1391,11224,Fenway Connector To Park Drive,6254100,3,3,1,2019,BL,50.7990374156096
1392,11228,Park Drive,4539500,3,3,0,2019,BL,142.473540013853
1393,11262, ,6073300,0,2,0, ,SUP,356.048251214544
1394,11276,Quincy Street,4702000,5,2,0,2019,SLM,197.307625581285
1395,11277,Quincy Street,4704400,5,2,0,2019,SLM,37.7156236547002
1396,11281,Quincy Street,5721300,5,2,0,2019,SLM,89.8014274204177
1397,11310,Fenway,5273200,3,3,0,2019,BLSL,34.7774195930384
1398,11325,Norfolk Street,4980400,5,2,0,2017,BL,95.8675802462632
1399,11326,Norfolk Street,4972600,5,2,0,2017,BL,147.317740358425
1400,11327,Blue Hill Avenue,6213100,2,2,1,2010,BL,142.712452095968
1401,11328,Norfolk Street,4954000,5,2,0,2017,BL,128.797422099708
1402,11329,Norfolk Street,5723900,5,2,0,2017,BL,100.460385127038
1403,11330,American Legion Highway,5120700,5,2,1,2008,SLM,121.237558153185
1404,11331,Blue Hill Avenue,5691300,3,2,1,2012,BL,70.0890144814631
1405,11332,Blue Hill Avenue,5111400,3,2,1,2012,BL,74.1130795790171
1406,11333,Jewish War Veterans Drive,5344600,5,2,1,2009,BL,50.5247343662852
1407,11334,Jewish War Veterans Drive,4767500,5,2,1,2009,BL,68.7872116007784
1408,11335,Blue Hill Avenue,6227200,3,2,1,2012,SLM,372.3207856205
1409,11336,Jewish War Veterans Drive,5737800,5,2,1,2009,BL,242.815230826963
1410,11337,Old Trail Road,5778500,5,2,0,0,SUP,44.1540568650033
1411,11338,Seaver Street,6228600,3,2,1,2016,BL,449.050035877118
1412,11339,Seaver Street,5148700,3,2,1,2016,BFBL,490.894610043416
1413,11340,Seaver Street,5290300,3,2,1,2016,BFBL,324.942863922255
1414,11341,Old Trail Road,5334100,5,2,0,0,SUP,278.407290969377
1415,11343,Ruggles Street,4573100,5,2,0,2010,SLM,23.9745350635765
1416,11344,Massachusetts Avenue,4521900,3,2,0,2016,SBL,75.228969126777
1417,11346,Albany Street,5251200,5,2,0,2012,SLM,104.006768728152
1418,11347,Causeway Street,5287400,5,2,0,2017,SBL,66.7089041703256
1419,11348,Causeway Street,4433000,5,2,0,2017,SBL,64.7414549965632
1420,11349,Massachusetts Avenue,5308900,3,2,0,2016,SBLBL,63.1254872819378
1421,11350,Massachusetts Avenue,5308800,3,2,0,2016,SBLBL,63.0934958141434
1422,11351,Massachusetts Avenue,5200300,3,2,0,2016,SBL,42.5940974495514
1423,11352,Hereford Street,4500900,5,2,0,2013,BL,56.3833306081654
1424,11353,Norfolk Street,5723602,5,2,0,2017,BL,42.6624147397406
1425,11354,Ballou Avenue,4885901,0,2,0,2015,NW,83.958485608313
1426,11355,Norfolk Street,5217600,5,2,0,2017,BL,85.5811354997858
1427,11356,Blue Hill Avenue,6211600,3,2,1,2012,SLM,230.988269142612
1428,11357,Blue Hill Avenue,4771600,3,2,1,2012,SLM,160.529469721831
1429,11358,Blue Hill Avenue,6211300,5,2,1,2016,BL,59.9804602952706
1430,11359,Blue Hill Avenue,6240500,5,2,1,2010,BL,105.385534713205
1431,11360,Columbia Road,5402100,5,2,1,2010,BL,22.7596469897879
1432,11361,Columbia Road,6246400,5,2,1,2010,BL,94.1333194711869
1433,11362,Blue Hill Avenue,5223300,5,2,1,2012,SLM,60.7879540907666
1434,11363,Blue Hill Avenue,6240800,5,2,1,2012,SLM,139.110424697667
1435,11364,Blue Hill Avenue,6240900,5,2,1,2012,SLM,34.3013499216728
1436,11365,Warren Street,4704200,5,2,0,2010,SLM,54.9041865387166
1437,11366,Warren Street,6264000,5,2,1,2011,SLM,43.6195634209945
1438,11367,Warren Street,6264100,5,2,1,2011,BL,194.455381201719
1439,11368,Warren Street,5601200,5,2,1,2011,BL,99.5935088090615
1440,11369,Walnut Avenue,5189500,6,2,0,2011,BLSL,55.7032988519724
1441,11370,Walnut Avenue,5741900,6,2,0,2011,BLSL,18.3861015032775
1442,11371,Warren Street,5741600,5,2,1,2011,BL,114.688381098328
1443,11372,Warren Street,5474600,5,2,0,2011,SLM,31.7545364838327
1444,11373,Warren Street,6263200,5,2,0,2011,SLM,55.3491614535843
1445,11374,Warren Street,5602600,5,2,1,2011,SLM,30.4245366913978
1446,11375,Washington Street,5632500,3,2,1,2011,SLM,52.9010715041457
1447,11376,Columbus Avenue,4537200,3,2,0,2009,BL,107.289264808186
1448,11377,Dalton Street,4517200,5,2,0,2013,BLSL,108.26594994919
1449,11378,Commonwealth Avenue,6209000,3,2,1,2010,BL,271.293818113077
1450,11379,Cambridge Street,5838200,3,2,0,2011,BL,134.205030447133
1451,11380,Columbia Road,6239100,5,2,1,2010,BL,146.87845969268
1452,11381,Columbia Road,5753000,5,2,1,2010,BL,97.4251415936158
1453,11382,Columbia Road,5753100,5,2,1,2010,BL,143.383284752638
1454,11383,Columbia Road,6239400,5,2,1,2010,BL,97.9095567560212
1455,11384,Norfolk Street,4858400,5,2,0,2017,BL,78.5796568989849
1456,11385,Talbot Avenue,4859700,5,2,0,2010,BL,170.585576444676
1457,11386,Geneva Avenue,4775800,5,2,0,2016,SLM,98.0841430972546
1458,11387,Albany Street,4595800,5,2,0,2012,SLM,193.886269197561
1459,11388,Massachusetts Avenue,46806700,3,2,1,2011,SLM,284.086707693373
1460,11389,Massachusetts Avenue,5263200,3,2,1,2011,BL,282.566631912264
1461,11390,Columbus Avenue,4527700,3,2,0,2009,BL,111.607212271005
1462,11393,Dartmouth Street,5268700,5,2,0,2011,BL,65.2987614648699
1463,11394,Dartmouth Street,5268600,5,2,0,2011,BL,65.7907313834562
1464,11395,Dartmouth Street,5268900,5,2,0,2011,BL,66.5963590330397
1465,11396,Beacon Street,4472100,3,2,0,2018,SBL,255.339263280974
1466,11397,Sullivan Square,4392300,3,2,0,2014,BFBL,66.9814502094694
1467,11398,Columbia Road,6229900,5,2,1,2010,BL,290.240753043977
1468,11399,Columbia Road,6230400,5,2,1,2010,SLM,182.669058578352
1469,11404,Stuart Street,5177700,3,2,0,2017,BL,208.412042666841
1470,11618,Mallard Avenue,4840900,0,2,0,2018,TC,226.306740662134
1471,11622,Whitfield Street,4844700,0,2,0,2018,TC,62.4892436981153
1472,11654,Quincy Street,4697300,5,2,0,2019,SLM,146.999262360573
1473,11826,D Street,5756700,5,2,0,2013,CFBL,24.6930877360534
1474,11827,D Street,5756600,5,2,0,2013,SLM,24.8461343147553
1475,11828,D Street,5224700,5,2,0,2013,SLM,42.2127491958818
1476,11829,Dorchester Avenue,5627101,3,1,0,2011,SLM,41.9402263060156
1477,11830,A Street,4540700,5,2,0,2013,BL,74.1389619470757
1478,11831,A Street,4536300,5,2,0,2013,BL,73.5333541755505
1479,11832,Stuart Street,5843000,3,2,0,2017,BL,68.966210361851
1480,11833,Main Street,5232000,5,2,0,2011,SLM,45.3988702895897
1481,11834,Main Street,5173000,5,2,0,2011,BL,41.8644465130325
1482,11835,Alford Street,6273600,3,2,1,2016,BFBL,469.322534184015
1483,11836,Adams Street,5695800,5,2,0,2017,BL,252.248846537671
1484,11837,Dorchester Avenue,5198400,3,2,0,2010,SLM,145.471218642812
1485,11838,Dorchester Avenue,5198600,3,2,0,2010,SLM,27.6493459961479
1486,11839,Dorchester Avenue,4936000,3,2,0,2010,SLM,121.764679332215
1487,11840,Dorchester Avenue,5152700,3,2,0,2011,SLM,78.0617149973338
1488,11841,Dorchester Avenue,4803100,3,2,0,2011,SLM,153.517146363815
1489,11842,Dorchester Avenue,4787500,3,2,0,2011,SLM,69.509804556604
1490,11843,Adams Street,5853500,5,2,0,2013,SLM,189.462763573046
1491,11844,Adams Street,5853400,5,2,0,2013,SLM,82.1657435430901
1492,11845,Columbia Road,5764400,5,2,1,2010,BL,298.045630405239
1493,11846,Adams Street,4951900,5,2,0,2017,BL,35.5232508324681
1494,11848,Boylston Street,5424800,3,2,0,2012,SLM,46.4710183706576
1495,11850,Winter Street,5419201,0,2,0,0,SRd,60.1184846666035
1496,11852,Winter Street,5419200,0,2,0,0,SRd,28.2330965001568
1497,11853,Warren Street,4422200,5,2,0,2012,BL,45.1399018097302
1498,11854,Main Street,5458900,5,2,0,2012,BL,118.278806106674
1499,11855,Constitution Road,5569500,0,2,0,2018,SBL,86.6958064521265
1500,11856,Ashmont Street,5514200,5,2,0,2013,SLM,204.99450302821
1501,11857,John F. Fitzgerald Surface Road,45228900,3,2,0,2014,BL,175.172623760524
1502,11858,Cross Street,5860500,3,2,0,2014,BL,123.781268135697
1503,11859,Cross Street,5455400,3,2,0,2014,BL,43.849673041877
1504,11860,Cross Street,5455300,3,2,0,2014,BL,44.6896530902433
1505,11861,Causeway Street,5287500,5,2,0,2017,SLM,124.674522523499
1506,11863,North Washington Street,5334800,3,2,1,2014,BL,102.629149563774
1507,11864,Commercial Street,5793800,5,2,0,2017,SLM,73.188497151633
1508,11865,Commercial Street,5149800,5,2,0,2011,SLM,110.514255156035
1509,11866,Salem Street,5243400,0,2,0,2013,NW,32.078052007815
1510,11867,First Avenue,5995800,0,8,0,0,NW,74.3406657079804
1511,11868,Dorchester Avenue,5686800,3,2,0,2011,SLM,47.252653324463
1512,11869,Adams Street,5337800,5,2,0,2013,SLM,48.6146317828853
1513,11870,Adams Street,4775500,5,2,0,2013,SLM,103.702046826989
1514,11871,Dorchester Avenue,4728100,3,2,0,2011,BL,80.4978115275204
1515,11872,Dorchester Avenue,4692100,3,2,0,2011,BL,42.4049988830658
1516,11873,Dorchester Avenue,5681200,3,2,0,2011,BL,152.872961962807
1517,11874,Dorchester Avenue,5681100,3,2,0,2011,BL,72.8055342218007
1518,11875,Dorchester Avenue,5844600,3,2,0,2011,SLM,145.39174370631
1519,11876,Dorchester Avenue,4620600,3,2,0,2011,SLM,175.804390077989
1520,11877,A Street,4531800,5,2,0,2013,BL,169.796469137229
1521,11878,Surface Artery,45235800,3,2,0,2011,BL,226.49666965856
1522,11879,Franklin Street,4462100,5,2,0,2011,BL,107.69801408305
1523,11881,Congress Street,5651700,3,2,0,2012,SLM,100.085992625354
1524,11882,High Street,5825800,3,2,0,2011,BL,56.3433865524913
1525,11883,Pearl Street,5359900,3,2,0,2012,BL,158.964303411652
1526,11884,Washington Street,5647000,5,2,0,0,SRd,51.7524467858936
1527,11886,Broad Street,5279200,5,2,0,2013,SLM,26.0841687688982
1528,11887,Franklin Street,5359500,5,2,0,2011,BL,133.010301689774
1529,11888,Broad Street,5614500,5,2,0,2013,SLM,82.4185414760431
1530,11889,Neponset Avenue,5781000,5,2,0,2012,BLSL,53.4197010170768
1531,12090,Harrison Avenue,5461700,5,2,0,2019,BFBL,76.956007548415
1532,12100,Lomasney Way,46183700,3,2,1,2017,BL,165.238700704207
1533,12241,Congress Street,5648300,3,2,0,2016,SLM,68.65054312397
1534,12269,Saratoga Street,5580600,5,2,0,2017,BL,32.6514574274565
1535,12328,D Street,4549800,5,2,0,2013,SLM,54.3707248820425
1536,12329,A Street,5664500,5,2,0,2013,BL,115.334010285835
1537,12330,D Street,5203800,5,2,0,2013,BFBL,436.506391089916
1538,12331,A Street,5139300,5,2,0,2013,BLSL,99.4450008482892
1539,12332,Broad Street,5624501,5,2,0,2013,SLM,76.6663642287047
1540,12333,Atlantic Avenue,45276400,3,2,0,2011,BFBL,47.500704188522
1541,12334,Atlantic Avenue,5284400,5,2,0,2017,SBL,134.269263394067
1542,12335,Commercial Street,5641100,5,2,0,2017,SBL,48.1166988883845
1543,12336,Neponset Avenue,4881900,5,2,0,2012,BL,258.275810954629
1544,12337,Mount Vernon Street,4672300,6,2,0,2013,BFBL,493.78829561234
1545,12338,William Day Boulevard,5738600,3,3,0,2018,BL,87.3593044034161
1546,12339,D Street,5286100,3,5,1,2013,BL,91.2008230023146
1547,12340,D Street Extension,45264001,3,2,1,2013,SLM,68.2605084203428
1548,12341,Meridian Street,5707400,5,2,0,2013,BLSL,137.267095779011
1549,12342,Meridian Street,5228600,5,2,0,2013,BLSL,103.61597032071
1550,12343,Chelsea Street,5138600,5,2,0,2010,BL,161.989007573329
1551,12344,Veterans Of Foreign Wars Parkway,6213700,2,3,1,2013,BL,184.891399689625
1552,12345,Veterans Of Foreign Wars Parkway,6213300,2,3,1,2013,BL,132.360216268484
1553,12346,Veterans Of Foreign Wars Parkway,5214600,2,3,1,2013,BL,176.845390941177
1554,12347,Veterans Of Foreign Wars Parkway,6222300,2,3,1,2013,BL,287.648260714652
1555,12348,Commonwealth Avenue Frontage Road Eb,5109800,0,2,1,2013,NW,93.9651384279042
1556,12349,Commonwealth Avenue Frontage Road Eb,5109900,0,2,1,2013,NW,94.2217649182705
1557,12350,Maverick Street,5157300,5,2,0,2015,BL,79.9712247867273
1558,12351,Chelsea Street,4416800,5,2,0,2010,BL,228.120573358921
1559,12352,Bennington Street,4392000,5,2,0,2008,SLM,267.939302205808
1560,12353,Saratoga Street,5192300,5,2,0,2012,BLSL,67.7638679100246
1561,12354,Saratoga Street,4396200,5,2,0,2012,BL,331.426060521213
1562,12355,Veterans Of Foreign Wars Parkway,6212600,2,3,1,2013,BL,80.2526906966115
1563,12356,Washington Street,4482000,3,2,0,2010,SLM,124.059372898625
1564,12357,Washington Street,4485100,3,2,0,2010,SLM,114.889277304308
1565,12358,Washington Street,4490600,3,2,0,2010,SLM,141.316862212481
1566,12359,Veterans Of Foreign Wars Parkway,5171200,2,3,1,2013,SLM,112.57432793957
1567,12360,Veterans Of Foreign Wars Parkway,4842600,2,3,1,2013,BL,101.000454763135
1568,12361,Veterans Of Foreign Wars Parkway,6218400,2,3,1,2013,BL,216.860637405185
1569,12362,Beacon Street,4589500,3,2,0,2009,BL,89.9894833798391
1570,12363,Beacon Street,4589200,3,2,0,2009,BL,149.503489259464
1571,12442,Tenean Street,5360700,0,2,0, ,NW-U,184.424210257719
1572,12443,Water Street,4862700,0,2,0, ,NW-U,73.0973141953137
1573,12446,University Of Massachusetts Access Road,5369400,0,B,0,2019,BL,72.9973423968951
1574,12485,Water Street,4863301,0,2,0, ,NW-U,86.9538687690594
1575,12487, ,6068800,0, ,0,2019,BL,37.8387496286153
1576,12488, ,6068900,0, ,0,2019,BL,397.197029341324
1577,12549,Central Square,6256800,0,2,0,2017,SLM,29.3707405209845
1578,12828,Commonwealth Avenue Frontage Road Wb,5264100,0,2,1,2013,NW,160.902174064711
1579,12829,Gordon Street,5204700,6,2,1, ,NW-U,74.8057308131602
1580,12830,Washington Street,5304300,3,2,1,2010,SLM,28.1413298321789
1581,12831,Commonwealth Avenue Frontage Road Eb,5110500,0,2,1, ,NW-U,260.537642451911
1582,12832,Faneuil Street,5648800,6,2,0,2017,BL,103.796745805753
1583,12833,Chestnut Hill Avenue,5125600,5,2,0,2013,SLM,29.7553889935204
1584,12834,Commonwealth Avenue,5137100,3,2,1,2013,SLM,187.918696586132
1585,12835,Market Street,6260900,5,2,0,2013,SLM,86.5866862247495
1586,12836,Centre Street,4871400,5,2,0,2010,BL,39.7053807609747
1587,12837,Commonwealth Avenue Frontage Road Wb,4533500,0,2,1,2013,BL,111.85845546212
1588,12838,Cambridge Street,6241900,3,2,1,2010,BL,62.4954069690925
1589,12839,Market Street,5623900,5,2,0,2013,BL,182.871220619293
1590,12840,Western Avenue,4437800,5,2,0,2015,BLSL,70.0950107482188
1591,12841,Belgrade Avenue,4896800,3,2,0,2009,BL,125.956473150923
1592,12842,Commonwealth Avenue Frontage Road Eb,5109700,0,2,1,2013,NW,89.8273287958625
1593,12843,Cambridge Street,5576200,3,2,0,2015,BL,22.3864803262992
1594,12844,Cambridge Street,4473600,3,2,0,2015,SLM,129.686980478601
1595,12845,Western Avenue,4437300,5,2,0,2015,BLSL,111.832088659426
1596,12846,Western Avenue,4436500,5,2,0,2015,BLSL,230.240460743943
1597,12848,Cambridge Street,6265400,3,2,1,2015,BL,216.992364023218
1598,12849,North Harvard Street,5753200,5,2,0,2012,BL,77.0677940441534
1599,12850,Belgrade Avenue,4895200,3,2,0,2009,BL,244.628031577976
1600,12851,Walter Street,4861300,6,2,0,2016,BLSL,106.23857186662
1601,12852,Centre Street,5297400,5,2,1,2010,BL,101.556688586974
1602,12853,Centre Street,5213100,2,3,1,2011,BL,168.205408948756
1603,12854,Commonwealth Avenue Frontage Road Eb,5110400,0,2,1, ,NW-U,107.940730542884
1604,12855,Harvard Avenue,4495300,3,2,0,2010,BL,107.154958259668
1605,12856,Harvard Avenue,4503300,3,2,0,2010,BL,167.190662438131
1606,12857,Cambridge Street,5649200,3,2,0,2015,BL,48.7809887142996
1607,12858,Cambridge Street,4463300,3,2,0,2015,SLM,71.5721770542986
1608,12859,Harvard Avenue,5262700,3,2,0,2010,BL,85.559068325484
1609,12860,Franklin Street,4449800,0,2,0,2010,NW,67.1957556980722
1610,12861,Everett Street,4440000,6,2,0,2017,BLSL,166.750403739399
1611,12862,Western Avenue,5126700,5,2,0,2015,BLSL,109.650393927046
1612,12863,Franklin Street,5584800,0,2,0,2010,NW,152.809200918996
1613,12864,Cummins Highway,4907500,3,2,0,2012,BL,80.5047502824976
1614,12865,American Legion Highway,6222800,5,2,1,2009,BFBL,659.857083269266
1615,12866,Washington Street,4850100,3,2,0,2009,BL,98.105383799072
1616,12867,Washington Street,4820300,3,2,0,2009,BL,79.1025286393561
1617,13329,Perkins Street,5150300,5,3,1,2008,BL,50.2329400309649
1618,13330,Perkins Street,4647000,5,3,1,2008,BL,66.5651141369194
1619,13333,Commonwealth Avenue,6275900,3,2,1,2019,SBL,44.2627026898994
1620,13334,Commonwealth Avenue,5119000,3,2,1,2019,SBL,115.501401999363
1621,13335,Cambridge Street,6265200,3,2,1,2018,SBL,14.2340443615716
1622,13336,Cambridge Street,5750900,3,1,1,2018,BFBL,40.8300850428869
1623,13337,American Legion Highway,5172300,5,2,1,2008,SLM,117.604845051145
1624,13338,American Legion Highway,6232500,5,2,1,2008,SLM,300.101693733342
1625,13339,Walnut Avenue,5604900,6,2,0,2011,SLM,76.1651088816303
1626,13340,Washington Street,5716100,3,2,0,2016,SLM,106.755353815862
1627,13341,Washington Street,5117100,3,2,0,2009,BL,81.6582342028748
1628,13342,Arborway,5575200,0,3,1,2018,SBL,277.220830966814
1629,13343,South Street,4752100,5,2,0,2010,SLM,56.947265677273
1630,13344,South Street,4753000,5,2,0,2010,SLM,44.7812359079822
1631,13345,South Street,4759500,5,2,0,2010,SLM,50.3208570898932
1632,13346,South Street,4758300,5,2,0,2010,SLM,44.2145226671339
1633,13347,Centre Street,5199400,5,2,1,2011,SLM,39.7714858008622
1634,13348,Centre Street,4712300,5,2,0,2010,SLM,108.681475480165
1635,13349,Centre Street,4669200,5,2,0,2010,SLM,92.4621285316726
1636,13350,South Huntington Avenue,5682200,5,2,0,2010,BL,315.812506901801
1637,13351,Huntington Avenue,6276201,3,2,1,2010,SLM,49.2710932070421
1638,13352,American Legion Highway,6222700,5,2,1,2008,SLM,459.445664992266
1639,13353,Walk Hill Street,4874400,5,2,0,2015,BL,186.924467923907
1640,13354,Morton Street,5106500,2,1,1,2013,BFBL,92.6542150457054
1641,13355,Rossmore Street,4755300,0,2,0,2017,TC,117.956462468564
1642,13356,South Huntington Avenue,4616500,5,2,0,2010,BL,125.148566363379
1643,13359,Commonwealth Avenue,5127100,3,2,1,2008,BL,256.299814283357
1644,13360,Bay State Road,5653700,6,2,0,2019,CFBL,65.0410199933344
1645,13361,River Street,6281700,5,2,1,2013,SLM,43.6485115505851
1646,13362,Blue Hill Avenue,5298200,2,2,1,2010,BL,184.966404444165
1647,13363,Norfolk Street,4988100,5,2,0,2017,BLSL,103.821112052551
1648,13364,Huntington Avenue,5679300,3,2,0,2013,SLM,58.5242524953955
1649,13365,Huntington Avenue,5197500,3,2,0,2013,SLM,37.2721565809514
1650,13366,Huntington Avenue,5197300,3,2,0,2013,SLM,127.736486919946
1651,13367,Huntington Avenue,5745400,3,2,0,2013,SLM,109.721792217041
1652,13369,Longwood Avenue,4561200,5,2,0,2015,BLSL,124.882890155051
1653,13370,Brookline Avenue,6298200,2,2,0,2013,BFBL,124.677670297439
1654,13371,Commonwealth Avenue,5176800,3,2,1,2018,SBL,79.4080426847065
1655,13372,Mountfort Street,5499000,2,2,0,2015,BL,94.091563568129
1656,13373,Park Drive,5862800,2,2,0,2015,BL,63.0378041635939
1657,13374,Commonwealth Avenue,5176500,3,2,1,2008,BL,174.204969043668
1658,13375,Centre Street,5147600,5,2,0,2010,BLSL,46.2513877130924
1659,13376,Centre Street,5147400,5,2,0,2010,SLM,24.9781195416534
1660,13378,Tremont Street,4592100,5,2,0,2015,SLM,87.975406858333
1661,13379,Huntington Avenue,5613700,3,2,1,2013,SLM,178.379339846252
1662,13380,Saint Alphonsus Street,4578500,5,2,0,2015,BL,50.5344272870382
1663,13381,Saint Alphonsus Street,5350800,5,2,0,2015,BL,61.0185551229776
1664,13382,Brookline Avenue,6298400,2,2,0,2013,BFBL,201.484694954721
1665,13383,Walnut Avenue,5206100,6,2,0,2011,SLM,61.2813254191656
1666,13385,Walnut Avenue,5189100,6,2,0,2011,SLM,79.3959853093554
1667,13386,Walnut Avenue,5189300,6,2,0,2011,SLM,57.441474124984
1668,13387,Martin Luther King Boulevard,5221000,5,2,1,2010,BL,296.00045197544
1669,13388,Martin Luther King Boulevard,5303900,5,2,1,2010,BL,469.383778731132
1670,13389,Massachusetts Avenue,6245600,3,2,1,2011,BL,99.6352900730045
1671,13390,Massachusetts Avenue,5273500,3,2,1,2011,BL,98.1676422452227
1672,13391,Albany Street,4558600,5,2,0,2012,BL,89.44627398231
1673,13392,Ruggles Street,6305600,5,2,0,2010,SLM,8.86602400859932
